book_id;title;num_pages;ratings_count;description;genre;book_id_mapping
18798983;The Wrath and the Dawn The Wrath and the Dawn 1;404.0;;Every dawn brings horror to a different family in a land ruled by a killer. Khalid, the eighteen-year-old Caliph of Khorasan, takes a new bride each night only to have her executed at sunrise. So it is a terrible surprise when sixteen-year-old Shahrzad volunteers to marry Khalid. But she does so with a clever plan to stay alive and exact revenge on the Caliph for the murder of her best friend and countless other girls. Shazi's wit and will get her through to the dawn that no others have seen, but with a catch . . . she may be falling in love with a murderer.;['fiction'];405
7670;The Andromeda Strain;295.0;;The Andromeda Strain is a 1969 techno-thriller novel by Michael Crichton, his first novel under his own name and his sixth novel overall. It is written as a report documenting the efforts of a team of scientists investigating the outbreak of a deadly extraterrestrial microorganism in New Mexico. The Andromeda Strain appeared in the New York Times Best Seller list, establishing Michael Crichton as a genre writer.      ----------  This work also contained in:     - [The Andromeda Strain / Terminal Man](https://openlibrary.org/works/OL46874W)   - [The Great Train Robbery / The Andromeda Strain](https://openlibrary.org/works/OL24159635W)   - [Rising Sun / The Andromeda Strain / Binary](https://openlibrary.org/works/OL23658811W);['fiction', 'non-fiction'];406
11387515;Wonder Wonder 1;316.0;255461.0;"I won't describe what I look like. Whatever you're thinking, it's probably worse.
August (Auggie) Pullman was born with a facial deformity that prevented him from going to a mainstream school--until now. He's about to start 5th grade at Beecher Prep, and if you've ever been the new kid then you know how hard that can be. The thing is Auggie's just an ordinary kid, with an extraordinary face. But can he convince his new classmates that he's just like them, despite appearances?
R. J. Palacio has written a spare, warm, uplifting story that will have readers laughing one minute and wiping away tears the next. With wonderfully realistic family interactions (flawed, but loving), lively school scenes, and short chapters, Wonderis accessible to readers of all levels.";['young-adult', 'fiction', 'children'];407
7190;The Three Musketeers The DArtagnan Romances 1;;;;['fiction'];408
12691;Marley and Me Life and Love With the Worlds Worst Dog;291.0;373596.0;"John and Jenny were just beginning their life together. They were young and in love, with a perfect little house and not a care in the world. Then they brought home Marley, a wiggly yellow furball of a puppy. Life would never be the same.
Marley quickly grew into a barreling, ninety-seven-pound streamroller of a Labrador retriever, a dog like no other. He crashed through screen doors, gouged through drywall, flung drool on guests, stole women's undergarments, and ate nearly everything he could get his mouth around, including couches and fine jewelry. Obedience school did no good--Marley was expelled. Neither did the tranquilizers the veterinarian prescribed for him with the admonishment, ""Don't hesitate to use these.""
And yet Marley's heart was pure. Just as he joyfully refused any limits on his behavior, his love and loyalty were boundless, too. Marley shared the couple's joy at their first pregnancy, and their heartbreak over the miscarriage. He was there when babies finally arrived and when the screams of a seventeen-year-old stabbing victim pierced the night. Marley shut down a public beach and managed to land a role in a feature-length movie, always winning hearts as he made a mess of things. Through it all, he remained steadfast, a model of devotion, even when his family was at its wit's end. Unconditional love, they would learn, comes in many forms.";['non-fiction', 'history, historical fiction, biography', 'fiction', 'young-adult', 'romance', 'comics, graphic'];411
2932;Robinson Crusoe;274.0;;During one of his several adventurous voyages in the 1600's, an Englishman becomes the sole survivor of a shipwreck and lives for nearly thirty years on a deserted island.;['children', 'fiction', 'young-adult'];412
5899779;Pride and Prejudice and Zombies Pride and Prejudice and Zombies 1;319.0;;“It is a truth universally acknowledged that a zombie in possession of brains must be in want of more brains.”    So begins Pride and Prejudice and Zombies, an expanded edition of the beloved Jane Austen novel featuring all-new scenes of bone-crunching zombie mayhem. As our story opens, a mysterious plague has fallen upon the quiet English village of Meryton—and the dead are returning to life! Feisty heroine Elizabeth Bennet is determined to wipe out the zombie menace, but she’s soon distracted by the arrival of the haughty and arrogant Mr. Darcy. What ensues is a delightful comedy of manners with plenty of civilized sparring between the two young lovers—and even more violent sparring on the blood-soaked battlefield. Can Elizabeth vanquish the spawn of Satan? And overcome the social prejudices of the class-conscious landed gentry? Complete with romance, heartbreak, swordfights, cannibalism, and thousands of rotting corpses.;['fiction'];413
6339664;Hush Hush Hush Hush 1;;;It's a great story about a Nephilum and a fallen angel that have a hard time balancing responsibility, school, and life all together. They love each other but to other's it's wrong and shouldn't be. but to them.......just read the book and see.;['children', 'fantasy, paranormal', 'fiction', 'young-adult'];414
10507293;The Selection The Selection 1;328.0;;For thirty-five girls, the Selection is the chance of a lifetime. The opportunity to escape the life laid out for them since birth. To be swept up in a world of glittering gowns and priceless jewels. To live in a palace and compete for the heart of gorgeous Prince Maxon.    But for America Singer, being Selected is a nightmare. It means turning her back on her secret love with Aspen, who is a caste below her. Leaving her home to enter a fierce competition for a crown she doesn't want. Living in a palace that is constantly threatened by violent rebel attacks.    Then America meets Prince Maxon. Gradually, she starts to question all the plans she's made for herself—and realizes that the life she's always dreamed of may not compare to a future she never imagined.;['fiction', 'romance', 'young-adult'];415
78418;The Reptile Room A Series of Unfortunate Events 2;54.0;;;['fiction'];416
5161066;Dead and Gone Sookie Stackhouse 9;320.0;;Now an HBO original series, True Bloodthe New York Times bestselling Sookie Stackhouse series continues.Except for Sookie Stackhouse, folks in Bon Temps, Louisiana, know little about vampsand nothing about weres.Until now. The weres and shifters have finally decided to reveal their existence to the ordinary world. At first all goes well. Then the mutilated body of a were-panther is found near the bar where Sookie worksand she feels compelled to discover who, human or otherwise, did it.But theres a far greater danger threatening Bon Temps. A race of unhuman beingsolder, more powerful, and more secretive than vampires or werewolvesis preparing for war. And Sookie finds herself an all-too human pawn in their battle.;['fantasy, paranormal', 'fiction', 'mystery, thriller, crime', 'romance'];417
7144;Crime and Punishment;84.0;;The original CliffsNotes study guides offer a look into critical elements and ideas within classic works of literature. The latest generation of titles in this series also feature glossaries and visual elements that complement the classic, familiar format.   CliffsNotes on Crime and Punishment takes you into a masterpiece of Russian literature, a work published during the time the western world was moving away from romanticism and into a new realistic approach to writing.   Following the story of an impoverished young man who expects to enrich humanity by rising to a level above the law, this study guide provides a character list, character map, and character analyses to explore the personalities within Fyodor Dostoevsky's masterpiece. Other features that help you figure out this important work include    Life and background of the author  Introduction to and brief synopsis of the novel  Summaries and expert commentaries for each chapter within the book  Essays that explore aspects of the author's characters and theories  A review section that tests your knowledge and suggests essay topics and practice projects  A Resource Center full of books, publications, films, and Internet resources     Classic literature or modern-day treasure -- you'll understand it all with expert information and insight from CliffsNotes study guides.;['fiction', 'history, historical fiction, biography', 'non-fiction'];418
19358975;Saga Vol 3 Saga 3;176.0;;;['children', 'comics, graphic', 'fantasy, paranormal', 'fiction', 'non-fiction', 'young-adult'];419
10628;Night Shift;383.0;;Stephen King has brought together nineteen of his most unsettling short pieces--bizarre tales of dark doing and unthinkable acts from the twilight regions where horror and madness take on eerie, unearthly forms...where noises in the walls and shadows by the bed are always signs of something dreadful on the prowl.    The settings are familiar and unsuspected--a high school, a factory, a truck stop, a laundry, a field of Nebraska corn. But in Stephen King's world any place can serve as devil's ground...if the time of night is propitious, and the forces of darkness are strong, and the victims are caught just slightly off their guard... ([source][1])      ----------  Contains:     - [Jerusalem's Lot][2]   - Graveyard Shift   - Night Surf   - I Am the Doorway   - The Mangler   - The Boogeyman   - Grey Matter   - Battleground   - Trucks   - Sometimes They Come Back   - Strawberry Spring   - The Ledge   - The Lawnmower Man   - [Quitters, Inc.][3]   - I Know What You Need   - [Children of the Corn][4]   - The Last Rung on the Ladder   - The Man Who Loved Flowers   - [One for the Road][5]   - The Woman in the Room    ----------  Also contained in:     - [The Shining / 'Salem's Lot / Night Shift / Carrie][6]        [1]: https://stephenking.com/library/story_collection/night_shift_flap.html    [2]: https://openlibrary.org/works/OL14916772W/Jerusalem's_Lot    [3]: https://openlibrary.org/works/OL149153W/Quitters_Inc    [4]: https://openlibrary.org/works/OL19791056W/Children_of_the_Corn    [5]: https://openlibrary.org/works/OL19791071W/One_for_the_Road    [6]: https://openlibrary.org/works/OL19558521W/The_Shining_'Salem's_Lot_Night_Shift_Carrie;['fantasy, paranormal', 'fiction'];420
34497;The Color of Magic Discworld 1 Rincewind 1;240.0;;Terry Pratchett's profoundly irreverent novels are consistent number one bestsellers in England, where they have garnered him a revered position in the halls of parody next to Mark Twain, Kurt Vonnegut, Douglas Adams, and Carl Hiaasen.The Color of Magic is Terry Pratchett's maiden voyage through the now-legendary land of Discworld. This is where it all begins--with the tourist Twoflower and his wizard guide, Rincewind.;['fantasy, paranormal', 'fiction'];421
7445;The Glass Castle;347.0;;A story about the early life of Jeannette Walls. The memoir is an exposing work about her early life and growing up on the run and often homeless. It presents a different perspective of life from all over the United States and the struggle a girl had to find normalcy as she grew into an adult.;['children', 'fiction', 'history, historical fiction, biography', 'non-fiction'];422
6892870;The Girl Who Kicked the Hornets Nest Millennium 3;626.0;;Lisbeth Salander—the heart of Larsson’s two previous novels—lies in critical condition, a bullet wound to her head, in the intensive care unit of a Swedish city hospital. She’s fighting for her life in more ways than one: if and when she recovers, she’ll be taken back to Stockholm to stand trial for three murders. With the help of her friend, journalist Mikael Blomkvist, she will not only have to prove her innocence, but also identify and denounce those in authority who have allowed the vulnerable, like herself, to suffer abuse and violence. And, on her own, she will plot revenge—against the man who tried to kill her, and the corrupt government institutions that very nearly destroyed her life.    Once upon a time, she was a victim. Now Salander is fighting back. ([source][1])        [1]: http://www.stieglarsson.com/Castles-in-the-Sky;['fiction', 'mystery, thriller, crime'];423
22628;The Perks of Being a Wallflower;231.0;;The Perks of Being a Wallflower is a young adult coming-of-age epistolary novel by American writer Stephen Chbosky, which was first published on February 1, 1999, by Pocket Books. Set in the early 1990s, the novel follows Charlie, an introverted observing teenager, through his freshman year of high school in a Pittsburgh suburb. The novel details Charlie's unconventional style of thinking as he navigates between the worlds of adolescence and adulthood, and attempts to deal with poignant questions spurred by his interactions with both his friends and family.;['fiction', 'young-adult'];424
157993;The Little Prince;;;;['children', 'comics, graphic', 'fantasy, paranormal', 'fiction', 'non-fiction', 'young-adult'];425
2696;The Canterbury Tales;427.0;;A collection of stories written in Middle English by Geoffrey Chaucer at the end of the 14th century. The tales (mostly in verse, although some are in prose) are told as part of a story-telling contest by a group of pilgrims as they travel together on a journey from Southwark to the shrine of Saint Thomas Becket at Canterbury Cathedral. In a long list of works, including Troilus and Criseyde, House of Fame, and Parliament of Fowls, The Canterbury Tales was Chaucer's magnum opus. He uses the tales and the descriptions of the characters to paint an ironic and critical portrait of English society at the time, and particularly of the Church. Structurally, the collection bears the influence of The Decameron, which Chaucer is said to have come across during his first diplomatic mission to Italy in 1372. However, Chaucer peoples his tales with 'sondry folk' rather than Boccaccio's fleeing nobles.;['fiction', 'poetry', 'young-adult'];426
480204;The Phantom of the Opera;;;;['fiction'];427
30281;Guilty Pleasures Anita Blake Vampire Hunter 1;272.0;;"From back cover Orbit paperback 2005:    ""I don't date vampires.  I kill them.""    My name is Anita Blake.  Vampires call me the Executioner.  What I call them isn't repeatable.    Ever since the Supreme Court granted the undead equal rights, most people think vampires are just ordinary folks with fangs.  I know better.  I've seen their victims.  I carry the scars...    But now a serial killer is murdering vampires -- and the most powerful bloodsucker in town wants me to find the killer...";['fantasy, paranormal', 'fiction', 'romance'];428
15717943;Hopeless Hopeless 1;416.0;;Sky, a senior in high school, meets Dean Holder, a guy with a promiscuous reputation that rivals her own. From their very first encounter, he terrifies and captivates her. Something about him sparks memories of her deeply troubled past, a time she's tried so hard to bury. Though Sky is determined to stay far away from him, his unwavering pursuit and enigmatic smile break down her defences and the intensity of the bond between them grows. But the mysterious Holder has been keeping secrets of his own, and once they are revealed, Sky is changed forever and her ability to trust may be a casualty of the truth.;['fiction', 'romance'];429
14995;Odd Thomas Odd Thomas 1;399.0;;Over the course of two days, Odd Thomas, his soulmate Stormy Llewellyn, and an assortment of allies make their way through a dark, terrifying world in which past and present, and life and death collide as they try to avert a cataclysm.;['fantasy, paranormal', 'fiction'];430
6422;Four to Score Stephanie Plum 4;682.0;;;['fiction', 'mystery, thriller, crime'];431
22716447;Why Not Me;240.0;;Hollywood starlet Mindy Kaling shares her ongoing, laugh-out-loud journey to find contentment and excitement in her adult life.;['fiction', 'history, historical fiction, biography', 'non-fiction'];432
10585;Insomnia;740.0;;Insomnia is a 1994 horror/fantasy novel by American writer Stephen King. It follows retired widower Ralph Roberts whose increasing insomnia allows him to perceive auras and other hidden things, leading him to join a conflict between the forces of the Purpose and the Random. Like It and Dreamcatcher, the story is set in the fictional town of Derry, Maine. It includes connections to other Stephen King stories, particularly his novel series The Dark Tower.;['fantasy, paranormal', 'fiction', 'mystery, thriller, crime'];433
4989;The Red Tent;329.0;;Based on the Book of Genesis, Dinah, Jacob's only daughter, shares her perspectives on the origins of many of our modern religious practices and sexual politics, imparting the lessons she has learned from her father's wives.;['fiction', 'history, historical fiction, biography'];434
3153910;The Art of Racing in the Rain;321.0;;"Enzo knows he is different from other dogs: a philosopher with a nearly human soul (and an obsession with opposable thumbs), he has educated himself by watching television extensively, and by listening very closely to the words of his master, Denny Swift, an up-and-coming race car driver.Through Denny, Enzo has gained tremendous insight into the human condition, and he sees that life, like racing, isn't simply about going fast. Using the techniques needed on the race track, one can successfully navigate all of life's ordeals.On the eve of his death, Enzo takes stock of his life, recalling all that he and his family have been through: the sacrifices Denny has made to succeed professionally; the unexpected loss of Eve, Denny's wife; the three-year battle over their daughter, Zoe, whose maternal grandparents pulled every string to gain custody. In the end, despite what he sees as his own limitations, Enzo comes through heroically to preserve the Swift family, holding in his heart the dream that Denny will become a racing champion with Zoe at his side. Having learned what it takes to be a compassionate and successful person, the wise canine can barely wait until his next lifetime, when he is sure he will return as a man.A heart-wrenching but deeply funny and ultimately uplifting story of family, love, loyalty, and hope, The Art of Racing in the Rain is a beautifully crafted and captivating look at the wonders and absurdities of human life . . . as only a dog could tell it.";['children', 'fiction'];435
41804;I Robot Robot 01;200.0;;;['fiction'];436
15704307;Saga Vol 1 Saga 1;216.0;;;['comics, graphic'];437
68429;The Well of Ascension Mistborn 2;82.0;;;['fiction'];438
12067;Good Omens The Nice and Accurate Prophecies of Agnes Nutter Witch;400.0;;Armageddon only happens once, you know. They don't let you go around again until you get it right.    According to the Nice and Accurate Prophecies of Agnes Nutter, Witch - the world's only totally reliable guide to the future, written in 1655, before she exploded - the world will end on a Saturday.    Next Saturday, in fact. Just after tea...    People have been predicting the end of the world almost from its very beginning, so it's only natural to be sceptical when a new date is set for Judgement Day.    This time though, the armies of Good and Evil really do appear to be massing. The four Bikers of the Apocalypse are hitting the road. But both the angels and demons - well, one fast-living demon and a somewhat fussy angel - would quite like the Rapture not to happen.    Oh, and someone seems to have misplaced the Antichrist...;['fantasy, paranormal', 'fiction'];440
6427;Two for the Dough Stephanie Plum 2;;;;['fiction'];441
8755776;City of Lost Souls The Mortal Instruments 5;;;What price is too high to pay, even for love? Plunge into the fifth installment of the internationally bestselling Mortal Instruments series and “prepare to be hooked” (Entertainment Weekly).    The New York Times bestselling Mortal Instruments continues -- and so do the thrills and danger for Jace, Clary, and Simon.    What price is too high to pay, even for love? When Jace and Clary meet again, Clary is horrified to discover that the demon Lilith’s magic has bound her beloved Jace together with her evil brother Sebastian, and that Jace has become a servant of evil. The Clave is out to destroy Sebastian, but there is no way to harm one boy without destroying the other. As Alec, Magnus, Simon, and Isabelle wheedle and bargain with Seelies, demons, and the merciless Iron Sisters to try to save Jace, Clary plays a dangerous game of her own. The price of losing is not just her own life, but Jace’s soul. She’s willing to do anything for Jace, but can she still trust him? Or is he truly lost?    Love. Blood. Betrayal. Revenge. Darkness threatens to claim the Shadowhunters in the harrowing fifth book of the Mortal Instruments series.;['fantasy, paranormal', 'fiction', 'young-adult'];443
15818107;Orphan Train;400.0;;Close to aging out of the foster care system, Molly Ayer takes a position helping an elderly woman named Vivian and discovers that they are more alike than different as she helps Vivian solve a mystery from her past.  When 17-year-old Molly Ayer is sent to perform community service at elderly Vivian Daly's home in order to avoid juvenile hall, she discovers the two are very much alike, despite the vast age difference. The plot contains profanity and sexual abuse.;['children', 'fiction', 'history, historical fiction, biography'];444
6063187;Twenties Girl;435.0;;"Lara Lington has always had an overactive imagination, but suddenly that imagination seems to be in overdrive. Normal professional twenty-something young women don't get visited by ghosts. Or do they?    When the spirit of Lara's great-aunt Sadie-a feisty, demanding girl with firm ideas about fashion, love, and the right way to dance-mysteriously appears, she has one request: Lara must find a missing necklace that had been in Sadie's possession for more than seventy-five years, because Sadie cannot rest without it.    Lara and Sadie make a hilarious sparring duo, and at first it seems as though they have nothing in common. But as the mission to find Sadie's necklace leads to intrigue and a new romance for Lara, these very different ""twenties"" girls learn some surprising truths from and about each other. Written with all the irrepressible charm and humor that have made Sophie Kinsella's books beloved by millions, Twenties Girl is also a deeply moving testament to the transcendent bonds of friendship and family.";['fiction', 'romance'];445
227463;A Clockwork Orange;192.0;;"A Clockwork Orange is a dystopian satirical black comedy novel by English writer Anthony Burgess, published in 1962. It is set in a near-future society that has a youth subculture of extreme violence. The teenage protagonist, Alex, narrates his violent exploits and his experiences with state authorities intent on reforming him. The book is partially written in a Russian-influenced argot called ""Nadsat"", which takes its name from the Russian suffix that is equivalent to '-teen' in English. According to Burgess, it was a jeu d'esprit written in just three weeks.    In 2005, A Clockwork Orange was included on Time magazine's list of the 100 best English-language novels written since 1923, and it was named by Modern Library and its readers as one of the 100 best English-language novels of the 20th century. The original manuscript of the book has been kept at McMaster University's William Ready Division of Archives and Research Collections in Hamilton, Ontario, Canada since the institution purchased the documents in 1971. It is considered one of the most influential dystopian books.    ----------		  Also contained in:		    [A Clockwork Orange and Honey for the Bears](https://openlibrary.org/works/OL23787405W)  [A Clockwork Orange / The Wanting Seed](https://openlibrary.org/works/OL17306508W)";['fiction'];446
60510;Poison Study Study 1;409.0;98319.0;"Choose: A quick death...Or slow poison...
About to be executed for murder, Yelena is offered an extraordinary reprieve. She'll eat the best meals, have rooms in the palace--and risk assassination by anyone trying to kill the Commander of Ixia.
And so Yelena chooses to become a food taster. But the chief of security, leaving nothing to chance, deliberately feeds her Butterfly's Dust--and only by appearing for her daily antidote will she delay an agonizing death from the poison.
As Yelena tries to escape her new dilemma, disasters keep mounting. Rebels plot to seize Ixia and Yelena develops magical powers she can't control. Her life is threatened again and choices must be made. But this time the outcomes aren't so clear...";['fantasy, paranormal', 'young-adult', 'fiction', 'romance', 'mystery, thriller, crime', 'history, historical fiction, biography'];447
18254;Oliver Twist;414.0;;"Oliver Twist; or, The Parish Boy's Progress, is the second novel by English author Charles Dickens. It was originally published as a serial from 1837 to 1839, and as a three-volume book in 1838. The story follows the titular orphan, who, after being raised in a workhouse, escapes to London, where he meets a gang of juvenile pickpockets led by the elderly criminal Fagin, discovers the secrets of his parentage, and reconnects with his remaining family.    Oliver Twist unromantically portrays the sordid lives of criminals, and exposes the cruel treatment of the many orphans in London in the mid-19th century.[2] The alternative title, The Parish Boy's Progress, alludes to Bunyan's The Pilgrim's Progress, as well as the 18th-century caricature series by painter William Hogarth, A Rake's Progress and A Harlot's Progress.    In an early example of the social novel, Dickens satirises child labour, domestic violence, the recruitment of children as criminals, and the presence of street children. The novel may have been inspired by the story of Robert Blincoe, an orphan whose account of working as a child labourer in a cotton mill was widely read in the 1830s. It is likely that Dickens's own experiences as a youth contributed as well, considering he spent two years of his life in the workhouse at the age of 12 and subsequently, missed out on some of his education.";['children', 'fiction', 'history, historical fiction, biography'];448
4268157;Perfect Chemistry Perfect Chemistry 1;384.0;;When wealthy, seemingly perfect Brittany and Alex Fuentes, a gang member from the other side of town, develop a relationship after Alex discovers that Brittany is not exactly who she seems to be, they must face the disapproval of their schoolmates--and others.;['children', 'fiction', 'young-adult'];449
1430;Eleven Minutes;304.0;;"Eleven Minutes is the story of Maria, a young girl from a Brazilian village, whose first innocent brushes with love leave her heartbroken. At a tender age, she becomes convinced that she will never find true love, instead believing that ""love is a terrible thing that will make you suffer. . . ."" A chance meeting in Rio takes her to Geneva, where she dreams of finding fame and fortune. Maria's despairing view of love is put to the test when she meets a handsome young painter. In this odyssey of self-discovery, Maria has to choose between pursuing a path of darkness — sexual pleasure for its own sake — or risking everything to find her own ""inner light"" and the possibility of sacred sex, sex in the context of love.This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.";['fiction', 'romance'];450
7677;Jurassic Park Jurassic Park 1;455.0;;Jurassic Park is a 1990 science fiction novel written by Michael Crichton. A cautionary tale about genetic engineering, it presents the collapse of an amusement park showcasing genetically re-created dinosaurs to illustrate the mathematical concept of chaos theory and its real-world implications. A sequel titled The Lost World, also written by Crichton, was published in 1995. In 1997, both novels were re-published as a single book titled Michael Crichton's Jurassic World. In 1996 it was awarded the Secondary BILBY Award.    Also contained in:  [Congo/Jurassic Park](https://openlibrary.org/works/OL8475707W)  [Michael Crichton's Jurassic World](https://openlibrary.org/works/OL14950507W);['fiction', 'non-fiction'];451
7061;The No 1 Ladies Detective Agency No 1 Ladies Detective Agency 1;240.0;;"This first novel in Alexander McCall Smith's widely acclaimed The No. 1 Ladies Detective Agency series tells the story of the delightfully cunning and enormously engaging Precious Ramotswe, who is drawn to her profession to ""help people with problems in their lives.""  Immediately upon setting up shop in a small storefront in Gaborone, she is hired to track down a missing husband, uncover a con man, and follow a wayward daughter.  But the case that tugs at her heart, and lands her in danger, is a missing eleven-year-old boy, who may have been snatched by witchdoctors.The No. 1 Ladies' Detective Agency received two Booker Judges' Special Recommendations and was voted one of the International Books of the Year and the Millennium by the Times Literary Supplement.From the Trade Paperback edition.";['children', 'fiction', 'mystery, thriller, crime'];452
17167166;Crown of Midnight Throne of Glass 2;4960.0;;When magic has gone from the world and a vicious king rules from his throne of glass, an assassin is summoned to the castle. She is a prisoner, but if she can defeat twenty-three killers, thieves, and warriors in a competition, she will become the King's Champion and earn her freedom. But the evil she encounters in the castle goes deep, and as dark forces gather on the horizon-forces that threaten to destroy her entire world-the assassin must take her place in a fight greater than she could ever have imagined.;['fiction'];453
438492;The Wide Window A Series of Unfortunate Events 3;54.0;;;['fiction'];454
19057;I Am the Messenger;360.0;94968.0;"protect the diamonds
survive the clubs
dig deep through the spades
feel the hearts
Ed Kennedy is an underage cabdriver without much of a future. He's pathetic at playing cards, hopelessly in love with his best friend, Audrey, and utterly devoted to his coffee-drinking dog, the Doorman. His life is one of peaceful routine and incompetence until he inadvertently stops a bank robbery.
That's when the first ace arrives in the mail.
That's when Ed becomes the messenger.
Chosen to care, he makes his way through town helping and hurting (when necessary) until only one question remains: Who's behind Ed's mission?";['young-adult', 'fiction', 'mystery, thriller, crime', 'romance', 'fantasy, paranormal'];455
3431;The Five People You Meet in Heaven;224.0;;The Five People You Meet In Heaven is a 2003 novel by Mitch Albom. It follows the life and death of a ride mechanic named Eddie who is killed in an amusement park accident and sent to heaven, where he encounters five people who had a significant impact on him while he was alive. It was published by Hyperion and remained on the New York Times Best Seller list for 95 weeks.;['fiction'];456
13206900;Winter The Lunar Chronicles 4;98.0;;;['fiction'];457
113436;Eragon The Inheritance Cycle 1;503.0;1128913.0;"Eragon and the fledgling dragon must navigate the dangerous terrain and dark enemies of an empire ruled by a king whose evil knows no bounds. Can Eragon take up the mantle of the legendary Dragon Riders?
When Eragon finds a polished blue stone in the forest, he thinks it is the lucky discovery of a poor farm boy; perhaps it will buy his family meat for the winter. But when the stone brings a dragon hatchling, Eragon realizes he has stumbled upon a legacy nearly as old as the Empire itself. Overnight his simple life is shattered, and he is thrust into a perilous new world of destiny, magic, and power. With only an ancient sword and the advice of an old storyteller for guidance, Eragon and the fledgling dragon must navigate the dangerous terrain and dark enemies of an Empire ruled by a king whose evil knows no bounds. Can Eragon take up the mantle of the legendary Dragon Riders? The fate of the Empire may rest in his hands. . . .";['fantasy, paranormal', 'young-adult', 'fiction', 'children', 'romance'];458
1381;The Odyssey;352.0;;A new translation of the epic poem retells the story of Odysseus's ten-year voyage home to Ithaca after the Trojan War.;['poetry'];459
5297;The Picture of Dorian Gray;246.0;;**The Picture of Dorian Gray** is a philosophical novel by Irish writer Oscar Wilde. A shorter novella-length version was published in the July 1890 issue of the American periodical *Lippincott’s Monthly Magazine*. The novel-length version was published in April 1891.    (Source: [Wikipedia](https://en.wikipedia.org/wiki/The_Picture_of_Dorian_Gray));['fantasy, paranormal', 'fiction'];460
17571564;Hyperbole and a Half Unfortunate Situations Flawed Coping Mechanisms Mayhem and Other Things That Happened;;;;['fiction'];461
10576365;The Darkest Minds The Darkest Minds 1;536.0;;When Ruby woke up on her tenth birthday, something about her had changed. Something frightening enough to make her parents lock her in the garage and call the police. Something that got her sent to Thurmond, a brutal government “rehabilitation camp.” She might have survived the mysterious disease that had killed most of America’s children, but she and the others emerged with something far worse: frightening abilities they could not control.    Now sixteen, Ruby is one of the dangerous ones. When the truth comes out, Ruby barely escapes Thurmond with her life. She is on the run, desperate to find the only safe haven left for kids like her—East River. She joins a group of kids who have escaped their own camp. Liam, their brave leader, is falling hard for Ruby. But no matter how much she aches for him, Ruby can’t risk getting close. Not after what happened to her parents. When they arrive at East River, nothing is as it seems, least of all its mysterious leader. But there are other forces at work, people who will stop at nothing to use Ruby in their fight against the government. Ruby will be faced with a terrible choice, one that may mean giving up her only chance at having a life worth living.;['children', 'fantasy, paranormal', 'fiction', 'non-fiction', 'romance', 'young-adult'];462
18693763;Everything I Never Told You;297.0;;"""Lydia is dead. But they don't know this yet. So begins the story of this exquisite debut novel, about a Chinese American family living in 1970s small-town Ohio. Lydia is the favorite child of Marilyn and James Lee; their middle daughter, a girl who inherited her mother's bright blue eyes and her father's jet-black hair. Her parents are determined that Lydia will fulfill the dreams they were unable to pursue-in Marilyn's case that her daughter become a doctor rather than a homemaker, in James's case that Lydia be popular at school, a girl with a busy social life and the center of every party. When Lydia's body is found in the local lake, the delicate balancing act that has been keeping the Lee family together tumbles into chaos, forcing them to confront the long-kept secrets that have been slowly pulling them apart. James, consumed by guilt, sets out on a reckless path that may destroy his marriage. Marilyn, devastated and vengeful, is determined to find a responsible party, no matter what the cost. Lydia's older brother, Nathan, is certain that the neighborhood bad boy Jack is somehow involved. But it's the youngest of the family-Hannah-who observes far more than anyone realizes and who may be the only one who knows the truth about what happened. A profoundly moving story of family, history, and the meaning of home, Everything I Never Told You is both a gripping page-turner and a sensitive family portrait, exploring the divisions between cultures and the rifts within a family, and uncovering the ways in which mothers and daughters, fathers and sons, and husbands and wives struggle, all their lives, to understand one another""-";['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime'];463
9369720;Passion Fallen 3;;;;['fiction'];464
10818853;Fifty Shades of Grey Fifty Shades 1;544.0;;When literature student Anastasia Steele goes to interview young entrepreneur Christian Grey, she encounters a man who is beautiful, brilliant, and intimidating. The unworldly, innocent Ana is startled to realize she wants this man and, despite his enigmatic reserve, finds she is desperate to get close to him. Unable to resist Ana’s quiet beauty, wit, and independent spirit, Grey admits he wants her, too—but on his own terms.     Shocked yet thrilled by Grey’s singular erotic tastes, Ana hesitates. For all the trappings of success—his multinational businesses, his vast wealth, his loving family—Grey is a man tormented by demons and consumed by the need to control. When the couple embarks on a daring, passionately physical affair, Ana discovers Christian Grey’s secrets and explores her own dark desires.    Erotic, amusing, and deeply moving, the Fifty Shades Trilogy is a tale that will obsess you, possess you, and stay with you forever.    This book is intended for mature audiences.;['fiction', 'romance'];465
19691;The Hunt for Red October Jack Ryan Universe 4;432.0;274053.0;"Here is the runaway bestseller that launched Tom Clancy's phenomenal career. A military thriller so gripping in its action and so convincing in its accuracy that the author was rumored to have been debriefed by the White House. Its theme: the greatest espionage coup in history. Its story: the chase for a top secret Russian missile sub. Lauded by the Washington Post as ""breathlessly exciting."" The Hunt for Red October remains a masterpiece of military fiction by one of the world's most popular authors, a man whose shockingly realistic scenarios continue to hold us in thrall.Somewhere under the Atlantic, a Soviet sub commander has just made a fateful decision. The Red October is heading west. The Americans want her. The Russians want her back. And the most incredible chase in history is on...";['fiction', 'mystery, thriller, crime', 'history, historical fiction, biography'];466
32145;Stiff The Curious Lives of Human Cadavers;;;;['fiction'];467
