
"This shocking blow-by-blow account chronicles the rise and fall of international art dealer Tod Volpe who, at the height of his success, had a clientele that included such stars as Andy Warhol, Barbra Streisand, Bruce Willis, and Jack Nicholson. He is known as the man behind the Mission arts and crafts craze of the 1970s. Volpe details how his life spiraled out of control in the 1990s and erupted in the scandalous fraud accusations that earned him two years in federal prison. This revelation into the shadowy world of art dealing exposes how high culture and civility conceal boardroom swindling, illegal pricefixing, and money laundering.",Art,0.0,,Framed Americas Art Dealer to the Stars Tells All
"""Originally published in single magazine from in Misfit City no. 1-4""--Copyright page.",Young Adult Fiction,0.0,,Misfit City Vol 1
Buddhist parables for children.,Buddhist parables,127.0,,Buddha Stories
"Cypherpunks are activists who advocate the widespread use of strong cryptography (writing in code) as a route to progressive change. Julian Assange, the editor-in-chief of and visionary behind WikiLeaks, has been a leading voice in the cypherpunk movement since its inception in the 1980s. Now, in a wave-making new book, Assange brings together a small group of cutting-edge thinkers and activists from the front line of the battle for cyber-space to discuss whether electronic communications will emancipate or enslave us. Do Facebook and Google constitute ""the greatest surveillance machine that ever existed""? Far from being victims of that surveillance, are most of us willing collaborators? Are there legitimate forms of surveillance, for instance in relation to the ""Four Horsemen of the Infopocalypse"" (money laundering, drugs, terrorism and pornography)? And do we have the ability, through conscious action and technological savvy, to resist this tide and secure a world where freedom is something which the Internet helps bring about?",Freedom of information,186.0,,Cypherpunks
"Introduces current evolutionary game theory--where ideas from evolutionary biology and rationalistic economics meet--emphasizing the links between static and dynamic approaches and noncooperative game theory. This text introduces current evolutionary game theory--where ideas from evolutionary biology and rationalistic economics meet--emphasizing the links between static and dynamic approaches and noncooperative game theory. Much of the text is devoted to the key concepts of evolutionary stability and replicator dynamics. The former highlights the role of mutations and the latter the mechanisms of selection. Moreover, set-valued static and dynamic stability concepts, as well as processes of social evolution, are discussed. Separate background chapters are devoted to noncooperative game theory and the theory of ordinary differential equations. There are examples throughout as well as individual chapter summaries. Because evolutionary game theory is a fast-moving field that is itself branching out and rapidly evolving, Jörgen Weibull has judiciously focused on clarifying and explaining core elements of the theory in an up-to-date, comprehensive, and self-contained treatment. The result is a text for second-year graduate students in economic theory, other social sciences, and evolutionary biology. The book goes beyond filling the gap between texts by Maynard-Smith and Hofbauer and Sigmund that are currently being used in the field. Evolutionary Game Theory will also serve as an introduction for those embarking on research in this area as well as a reference for those already familiar with the field. Weibull provides an overview of the developments that have taken place in this branch of game theory, discusses the mathematical tools needed to understand the area, describes both the motivation and intuition for the concepts involved, and explains why and how it is relevant to economics.",Business & Economics,292.0,7.0,Evolutionary Game Theory
"Millions of people watch images captured by the Mars rovers with fascination, inciting their interest in other planets and space technology. There are still many questions remaining about space and space exploration, some quite mysterious. Readers see these queries addressed, including whether we'll be able to settle on another planet someday, when our sun may burn out, and how a black hole forms. Captivating photographs, many from NASA's archives, accompany the text and highlight the breathtaking beauty of space. * High-interest topics attract reluctant readers * Vivid photographs aid in reading comprehension * Graphic organizers recap ideas * Suggested reading and websites provide readers with further learning opportunities * Glossary includes essential terms in science vocabulary",Juvenile Nonfiction,34.0,,Eclipse
"Discover an irresistible collection of 12 quilts for Baby from talented designer Myra Harder. With these fast and fun designs, you can create the perfect quilt for a special little someone. Learn techniques such as easy plush appliqué, curved seams, and monogrammed lettering Choose from a wide variety of styles and showcase a delightful array of fabrics Create baby quilts that are so appealing, they can be used for wall hangings as well as for cuddling",Crafts & Hobbies,187.0,,Nap and Nod 12 Adorable Baby Quilts
,,,,Amor Amargo
"Designer Melissa Lunden presents 19 contemporary patterns for sewing and quilting to refresh living rooms, bedrooms, dining rooms, and nurseries. With beginner-friendly instructions and a range of techniques, this collection is ideal for all skill levels. Create pillows, place mats, napkins, a crib sheet and accessories, plushies, a play mat, and much more Personalize your home using these simple, clean, appealing designs",Crafts & Hobbies,198.0,,Sew a Modern Home Quilts and More for Every Room
"Learn how to make visually striking projects featuring 60-degree shapes, including hexagons, diamonds, and equilateral triangles. This comprehensive guide offers progressive skill-building instruction, plus problem-solving tips for common pitfalls. Move from confident beginner to the next level and create the blocks you want! Create an original design using the library of more than 80 blocks or try out the shapes in the small projects included Trace your own templates using the full-sized patterns provided or use commercial acrylic template sets for rotary cutting pieces Master set-in seams and find a wide range of possibilities for 60-degree shapes",Crafts & Hobbies,202.0,,Hexagons Diamonds Triangles and More SkillBuilding Techniques for 60Degree Patchwork
La jeune Melody Logan connaît une vie tranquille dans une petite ville de Virginie occidentale jusqu'à ce que le passé de ses parents la rattrape.,,348.0,,Janes Melody Janes Melody 1
"'Nothing is as it seems in this sleek and cunning thriller' Evening Standard The first novel in the Oslo Crime Files, a tense and dark quartet of thrillers for fans of Camilla Lackberg and Jo Nesbo. A woman vanishes from a forest near Oslo. Days later her body is found, seemingly mauled and maimed by a bear. When another woman is reported missing and then found dead with the same scratches and bites, police find the link between them is local doctor Axel Glenne. Forensics reveal the women were murdered and a net of suspicion tightens around Axel, who is convinced his twin brother Brede is responsible. But no one has seen him for years and if Axel is to prove his innocence, he needs to find Brede. And fast. But there isn't a single photograph of the brothers together and neither Axel's wife nor his children has ever met a man called Brede ... 'Delivered with maximum psychological intensity' Barry Forshaw, Independent",Fiction,366.0,,Thriller
"Fleeing the creditors who own his plane, Frank Bama heads for Cuba, where he meets up with an heiress to a hemorrhoid-ointment fortune and investigates the disappearance of her rock-star brother.",Fiction,420.0,,Where Is Joe Merchant
"Harry Emerson Fosdick was one of the most popular liberal preachers of the early twentieth century, and his The Meaning of Prayer is considered by many one of the finest studies of the meditative communion with God. This lovely little book features daily devotional readings focused on understanding prayer, reflecting upon: The Naturalness of Prayer Prayer and the Goodness of God Hindrances and Difficulties Unanswered Prayer Prayer as Dominant Desire Unselfishness in Prayer and other issues arising from conversing with the divine. This warm, friendly guidebook to a profoundly personal act remains an important exploration of one of the world's dominant faiths... just as it was when it was first published in 1915. American theologian HARRY EMERSON FOSDICK (1878-1969) was born in New York, educated at Colgate and Columbia Universities, and served as professor of practical theology at Union Theological Seminary from 1915 to 1946. Among his many works are A Guide to Understanding the Bible (1938) and A Book of Public Prayers (1960).",Religion,214.0,,Prayer
,,,,Tiada Yang Kedua
"Na izzive spoštljivega sožitja in razumevanja mora vsak iskati svoje odgovore, razmišljati o svojih neposrednih dejanjih in njihovih učinkih ter preizpraševati njihovo etičnost in moralnost. Monografija poskuša biti v pomoč pri tem. Nastala je kot del projekta Strokovne podlage, strategije in teoretske tematizacije za izobraževanje za medkulturne odnose ter aktivno državljanstvo, v okviru katerega smo ugotovili, da je ljudi, ki razmišljajo o sožitju in razumevanju na izviren in kreativen način, pri nas vedno več. Upamo, da bo njim in vsem, ki se jim bodo pridružili, pričujoča monografija koristno in uporabno branje.",,205.0,,Medkulturni odnosi kot aktivno dravljanstvo
"At once a topically flavored whodunit and a realistic portrayal of the way families join together--or don't--in a crisis, ""The Socorro Blast"" is a blend of mystery and domestic drama, with the flawed but always engaging Sasha Solomon on center stage.University of New Mexico Press",Fiction,322.0,,The Socorro Blast A Sasha Solomon Mystery 3
,,,,Mozart auf der Reise nach Prag
"The most important question we can ask ourselves is: what kind of life is the best? This is the same as asking: How does one give meaning to one's life? How can one justify one's existence and make it worthwhile? How does one make experience valuable, and keep growing and learning in the process - and through this learning acquire a degree of understanding of oneself and the world? A civilised society is one which never ceases debating with itself aboutwhat human life should best be. Some would, with justice, say that if wewant ours to be such a society we must all contribute to that discussion. This book is, with appropriate diffidence, such a contribution. It consists of a collection of Grayling's regular 'Last Word' columns in the Guardian.This time topics include Suicide, Deceit, Luxury, Profit, Marriage, Meat-eating, Liberty, Slavery, Protest, Guns and War.",Life,236.0,,The Reason Of Things
"As seen in Self, Fitness, Real Simple, Health, Ladies' Home Journal, and Redbook, this much-praised celebration of women's friendships-now in paperback-explores the keys to forming emotionally supportive and sustaining connections at every stage in life. Embraced by some of the most popular women's magazines, The Friendship Crisis has struck a chord with women everywhere who know that finding close friends as an adult isn't easy. Most women rely heavily on their friendships with other women to share their joy and see them through the rough spots, but common life changes-having a baby, leaving a job, moving to a new town, starting an at-home business, becoming divorced or widowed-not only make it difficult to forge new ties but often fray the ones we already have. Marla Paul brings together the moving personal experiences of many different women with the keen insights of psychologists and other relationship experts in ""her wise and helpful book on this much neglected subject,"" says Harriet Lerner, Ph.D.",Family & Relationships,224.0,,Friendship Crisis
"Let's go! With that, the boyish, grinning Yuri Gagarin launched into space on April 12, 1961, becoming the first human being to exit Earth's orbit. The twenty-seven-year-old lieutenant colonel departed for the stars from within the shadowy world of the Soviet military-industrial complex. Barbed wires, no-entry placards, armed guards, false identities, mendacious maps, and a myriad of secret signs had hidden Gagarin from prying outsiders--not even his friends or family knew what he had been up to. Coming less than four years after the Russians launched Sputnik into orbit, Gagarin's voyage was cause for another round of capitalist shock and Soviet rejoicing. The Cosmonaut Who Couldn't Stop Smiling relates this twentieth-century icon's remarkable life while exploring the fascinating world of Soviet culture. Gagarin's flight brought him massive international fame--in the early 1960s, he was possibly the most photographed person in the world, flashing his trademark smile while rubbing elbows with the varied likes of Nehru, Castro, Queen Elizabeth II, and Italian sex symbol Gina Lollobrigida. Outside of the spotlight, Andrew L. Jenks reveals, his tragic and mysterious death in a jet crash became fodder for morality tales and conspiracy theories in his home country, and, long after his demise, his life continues to provide grist for the Russian popular-culture mill. This is the story of a legend, both the official one and the one of myth, which reflected the fantasies, perversions, hopes and dreams of Gagarin's fellow Russians. With this rich, lively chronicle of Gagarin's life and times, Jenks recreates the elaborately secretive world of space-age Russia while providing insights into Soviet history that will captivate a range of readers.",Biography & Autobiography,0.0,,The Cosmonaut Who Couldnt Stop Smiling The Life and Legend of Yuri Gagarin
A treasury of insights into the nature of faith.,Religion,552.0,,God Head
Baby and his family make some jazzy music.,,,,Jazz Baby
"Using groundbreaking studies, news stories, and interviews, this book underscores that there will never be gender equity until men stop harassing women in public spaces—and it details strategies for achieving this goal. Street harassment is generally dismissed as harmless, but in reality, it causes women to feel unsafe in public, at least sometimes. To achieve true gender equality, it must come to an end. Stop Street Harassment: Making Public Places Safe and Welcoming for Women draws on academic studies, informal surveys, news articles, and interviews with activists to explore the practice's definition and prevalence, the societal contexts in which it occurs, and the role of factors such as race and sexual orientation. Perhaps more crucially, the book makes clear how women experience street harassment—how they feel about and respond to it—and the ways it negatively impacts lives. But understanding is only a beginning. In the second half of the book, readers will find concrete strategies for dealing with street harassers and ways to become involved in working to end this all-too-common violation. Educators, counselors, parents, and other concerned individuals will discover resources for teaching about harassment and modeling behavior that will help prevent harassment incidents.",Social Science,260.0,,Stop Street Harassment Making Public Places Safe and Welcoming for Women
"A toymaker, under orders from his wife's ghost, helps a besieged princess protect her kingdom in this epic fantasy by the author of Empress . The King of Ethrea is dying. His only surviving heir is the princess Rhian. But if her enemies have their way, Ethrea will not be ruled by a woman. Dexterity Jones is a toymaker. To protect Princess Rhian and his country, he must place his trust in an exile from Mijak. Yet, as Ethrea comes ever closer to civil war, a greater danger awaits. Across the sea, an empress has already slaughtered millions in the name of her god. And the war will not end—until the world kneels before her.",Fiction,444.0,1.0,The Riven Kingdom Godspeaker Trilogy 2
,Anarchism,818.0,,Freedom Fields
,,,,Poor Mans Heaven
"Say goodbye to belly fat permanently by syncing up their circadian rhythm and other body cycles to make weight loss easy. Most women spend their entire lives fighting their bodies in an effort to lose weight. The latest research reveals that women need to work with their bodies to get the best results. It turns out there are actually right and wrong times to eat, exercise, and sleep—and what works for one woman may not work for the next. The Belly Melt Diet from the editors of Prevention teaches women to tune into their own rhythms—not just their sleep/wake cycles, but also the cycles of their hunger hormones. They will also learn the optimal time to exercise, and how to tame the ups and downs of the menstrual cycle to maximize belly fat–burning and overall metabolism boosting. The simple 2-phase diet plan teaches women how to eat, exercise, and sleep at their best with over a hundred easy and delicious fat-burning recipes, The Perfect Timing Workouts, and the newest research in chronobiology, the study of body rhythms. Real women who tried the Belly Melt Diet lost up to 19 pounds in just 5 weeks and embarked on a slimming, energizing, revitalizing lifestyle that will stay with them for good.",Health & Fitness,371.0,1.0,The Belly Melt Diet TM The 6Week Plan to Harness Your Bodys Natural Rhythms to Lose Weight for Good
"From the director of the Yale Parenting Center, a practical guide to dealing with the routine challenges of raising a child. Alan Kazdin's The Kazdin Method for Parenting the Defiant Child is the gold standard for research-backed advice on being a better parent for difficult children. But now in The Everyday Parenting Toolkit, Dr. Kazdin focuses on the children who aren't defiant. Dr. Kazdin's methods are based on the most up-to-date research and are implemented in real-world ways. These are the problems that plague parents on a day-to-day basis: from getting ready for school on time to expanding the palates of picky eaters to limiting computer time, no parenting book does a better job at helping parents understand and correct problematic behaviors. Dr. Kazdin's methods foster lifelong positive character traits such as respectfulness, honesty, kindness, and altruism. With The Everyday Parenting Toolkit, Dr. Kazdin helps transform parenting and helps develop ideal child-parent relationships. ""Kazdin delivers the evidence-based, gold-standard method for parents who want simple, effective responses to the everyday challenging behaviors of their children.""—Martin E. P. Seligman, author of Flourish and The Optimistic Child ""Jam-packed with solid advice any parent can use.""— BookPage ""A useful guide to eliminating stress, improving communication and providing a more nurturing family environment."" — Kirkus Reviews",Family & Relationships,213.0,,The Everyday Parenting Toolkit The Kazdin Method for Easy StepbyStep Lasting Change for You and Your Child
The first two books of Aristotle's On the Heavens (De Caelo) offers perspectives on the cosmology of a thinker whose ideas in this area were considered authoritative by many until the 17th century of our era.,"Astronomy, Greek",283.0,,On the Heavens
Lo que sucedió con la medusa consigue lo más extraordinario de la literatura: ser a la vez simple y profunda,Juvenile Fiction,210.0,,Lo que sucedi con la medusa
"Andie has just finished eighth grade and will be starting high school in the fall. The good news: Her super-popular valedictorian big sister, Claire, is graduating and won't be there to put Andie in the shadows. The bad news: Her super-popular valedictorian big sister, Claire, is graduating and won't be there to help her. But Claire hasn't forgotten Andie. For her little sister, Claire has put together a guide that covers everything a freshman needs to know but didn't even think to ask. Andie reads every word and even shares it with her best friend, Bess. But sometimes they wonder if Harvard-bound Claire got everything right! In this hilarious and honest look at one girl's heroic attempt to conquer high school, readers will get all the benefit of Claire's wisdom about making those four years more than bearable—and absolutely memorable. Fortunately, high school happens only once in a lifetime.",Young Adult Fiction,146.0,,A Field Guide to High School
"Presents major approaches to assessment and intervention from an ecosystems perspective. Brings together for the first time the most influential models of ecological and systems approaches to human behavior applied to the practice of mental health, concentrating on applications useful for the mental health practitioner. Deals with assessment, treatment, service delivery, and prevention in a clinical setting. Organized into four sections covering individuals, families, the community, and sociocultural and cross-cultural systems.",Psychology,432.0,,Ecological Approaches to Clinical and Community Psychology
,,,,Unnatural Deeds
"[Menage and More ManLove: Erotic Alternative Paranormal Menage a Trois Romance, M/M/M, fantasy elements, shape-shifters, HEA] Crew Angel has always felt like the outcast and fears he will be treated differently if his deepest desires are uncovered. Haven has been the head of Storm's guard for centuries and has just been reunited with his pride. One of the Underworld's Legion Warriors, Laylen, is a daredevil that loves to live on the edge. When the three meet, they find that when it comes to the bedroom, they all share the same needs and desires. When Crew falls prey to a mysterious illness, the pack finds that they cannot help him because Crew has actually been possessed by an evil being. During a bank robbery Haven gets shot and Crew gets taken hostage. The two bandits then make the biggest mistake of their lives by bringing Crew to his home to hide out from the authorities. What they find in the house in the woods is something neither of them could have ever imagined. Note: This book contains double anal penetration. ** A Siren Erotic Romance",Fiction,240.0,,Envy The Angel Pack 7
"""A young sheep comes to terms with the fact that he can't eat dandelions without getting sick. Addresses the emotional issues related to food intolerances""--",Juvenile Fiction,0.0,,Woolfred Cannot Eat Dandelions A Tale of Being True to Your Tummy
"Nabokov's wise, ironic, and elegant masterpiece. • A controversial love story almost shocking in its beauty and tenderness. • This annotated edition assiduously illuminates the extravagant wordplay and the frequent literary allusions, parodies, and cross-references. • Edited with a preface, introduction, and notes by Alfred Appel, Jr. ""Fascinatingly detailed."" -Edmund Morris, The New York Times Book Review When it was published in 1955, Lolita immediately became a cause célèbre because of the freedom and sophistication with which it handled the unusual erotic predilections of its protagonist. Awe and exhilaration–along with heartbreak and mordant wit–abound in this account of the aging Humbert Humbert's obsessive, devouring, and doomed passion for the nymphet Dolores Haze. Lolita is also the story of a hypercivilized European colliding with the cheerful barbarism of postwar America, but most of all, it is a meditation on love–love as outrage and hallucination, madness and transformation.",Fiction,546.0,,The Annotated Lolita
"It's 5th July 2014 and the world's biggest cycling race is about to depart from Leeds. 22 teams, 198 riders, 2,000 journalists and 4 million people are converging on this Yorkshire city. Among them are Gizmo the dog, with his owner; a woman carrying a tin full of memories; a refugee with a rose in their pocket; a student; a grandad and grandson; and X. For each of them, 5th July will turn out to be a life changing day. Created by community groups from across the city, The Leeds Story Cycle is what you get when you put a group of young people, asylum seekers, students, retired church folk, writers and recovering addicts in the same room and ask them to tell a story about their home town. Working with the groups, this unique collection of stories has been written by author, Chris Nickson; lyricist, Testament; poet and playwright, Rommi Smith; author, Daniel Ingram-Brown, poet, Jane Steele; playwright, Lorna Poustie; and theatre practitioners, Simon Brewis and Lynsey Jones.",Fiction,66.0,,The Leeds Story Cycle
"Prince Myshkin returns to Russia from an asylum in Switzerland. Embroiled in the intrigues which centre around the ruling classes, he emerges as a combination of the Christian ideal and Dostoevsky's own views. The world created by the ruling classes cannot accommodate the goodness of this idiot.",Fiction,596.0,1.0,The Idiot
"Introduzione di Armanda Guiducci Traduzione di Anna Laura Malagò Edizione integrale Quando, nel 1925, Virginia Woolf si accinse a scrivere Gita al Faro era decisamente giunta alla soglia della maturità artistica: in questa sua opera riuscì infatti mirabilmente a mostrare il suo sapiente dominio delle possibilità del monologo interiore e la straordinaria capacità di muoversi liberamente tra il flusso delle coscienze dei personaggi. Con tutta la sua avvolgente bellezza, questo romanzo è una commossa elegia all’Assenza: assenza innanzitutto della madre, morta quando la Woolf aveva solo tredici anni, lasciandole un vuoto incolmabile. Ed è proprio tale immagine cara a legare le diverse solitudini dei protagonisti di questa rievocazione corale, tutti chiusi in un proprio mondo isolato da cui è difficile comunicare. Fluido e ritmato come il mare sotto il raggio ora breve ora lungo del Faro che fende l’oscurità della notte, il romanzo si impone al lettore con la forza della memoria, il fascino del ricordo, la voce struggente della nostalgia. «Le sue parole suscitarono una gioia immensa nel figlioletto, come fosse ormai sicuro che la spedizione avrebbe avuto luogo, e l’avvenimento meraviglioso che gli sembrava d’aver atteso con ansia da anni e anni fosse ormai, dopo una notte di buio e una giornata di navigazione, a portata di mano.» Virginia Woolf nacque a Londra nel 1882. Figlia di un critico famoso, crebbe in un ambiente letterario certamente stimolante. Fu capo del gruppo di Bloomsbury, circolo culturale progressista che prendeva il nome dal quartiere londinese. Con il marito fondò nel 1917 la casa editrice Hogarth Press. Grande estimatrice dell’opera di Proust, divenne presto uno dei nomi più rilevanti della narrativa inglese del primo Novecento. Morì suicida nel 1941. La Newton Compton ha pubblicato La crociera, Le onde, Gli anni, Notte e giorno, il volume unico Tutti i romanzi e, nella collana GTE, Gita al faro, Una stanza tutta per sé, Mrs Dalloway e Orlando.",Fiction,241.0,,Gita al Faro
,Horror tales,440.0,,The Vampire Sextette
A guide for those new to programming with the Lazarus IDE (the Lazarus Integrated Development Environment) and Free Pascal.,,58.0,,Lazarus Code
"The Songs of Maldoror is the dark, surreal masterpiece by Comte de Lautréamont. It explores nihilism and the grotesque through the anti-hero Maldoror, blending prose and poetry to challenge conventions.",Fiction,0.0,,The Songs of Maldoror
"From articles centering on the detailed and doctrinal exposition of the law to those which reside almost wholly within the realm of philosophical ethics, this volume affords comprehensive treatment to both sides of the philosophico-legal equation. Systematic and sustained coverage of the many dimensions of legal thought gives ample expression to the true breadth and depth of the philosophy of law, with coverage of: The modes of knowing and the kinds of normativity used in the law; Studies in international, constitutional, criminal, administrative, persons and property, contracts and tort law-including their historical origins and worldwide ramifications; Current legal cultures such as common law and civilian, European, and Aboriginal; Influential jurisprudents and their biographies; All influential schools and methods",Philosophy,989.0,,Sn
,,,,The Lightning Tree
"Thailand is on the verge of economic and social meltdown. Bangkok has ground to a halt as protesters, oblivious to a tumbling stock market and a currency in free fall, block major intersections and picket government buildings, daubing the walls with their own blood. They're disillusioned by a system designed only to line the pockets of the rich and powerful. As the country lurches from one crisis to another, there is only one man who can deliver Thailand from anarchy. To the public, Narong Sunarawani is a patriot and a hugely successful businessman. Covertly he is also head of Thailand's most brutal crime syndicate. Power is so close he can taste it. Harry Slater hasn't fired a gun for three decades, life has become staid and routine. Yet he finds himself in Thailand where Nok sees the ex-soldier as the perfect foil as she seeks revenge on the men who killed her sister. The future of the two men is inextricably linked as Sunarawani discovers that a chain really is only as strong as its weakest link.",,208.0,,Vortex the Endgame
"A world-renowned pediatric neurosurgeon shares the lessons of courage, compassion, and resilience that he's learned from his exceptional young patients. If I Get to Five is a one-of-a-kind book by a one-of-a-kind human being. The medical world knows him as Fred Epstein, M.D., the neurosurgeon who pioneered life-saving procedures for previously inoperable tumors in children. His patients and their families know him simply as Dr. Fred, the ""miracle man"" who has extended them both a healing hand and an open heart. ""I simply can't accept the idea of kids dying,"" is how Epstein explains his commitment to saving patients. As a child, he had to overcome severe learning disabilities to realize his dream of becoming a doctor. Later, as the world's leading pediatric neurosurgeon, he did whatever it took to rescue children that other doctors had given up on. Epstein credits his young patients as his most important teachers. ""We tend to think of children as fragile, little people,"" he writes. ""To me, they're giants."" If I Get to Five relates the unforgettable experiences he's shared with children—lessons in courage, compassion, love, and hope—that we can all draw on to overcome adversity at any stage of life. In If I Get to Five, Epstein meditates on these lessons at a time when they parallel his own experiences, as he recovers from a near-fatal head injury. If I Get to Five is a riveting profile of courage and compassion. No one who reads this remarkable book will ever look at children—or adversity—in the same way.",Biography & Autobiography,160.0,,If I Get to Five What Children Can Teach Us About Courage and Character
"Nero Wolfe was almost as famous for his wealthy clients and extravagant fees as for his genius at detection. So why has he accepted a case for $4.30? And why have the last two people to hire him been ruthlessly murdered? Wolfe suspects the answers may lie in the story of a twelve-year-old boy who turns up at the door of his West Thirty-fifth Street brownstone. In short order, Wolfe finds himself confronted by one of his most perplexing and pressing cases, involving a curious set of clues: a gray Cadillac, a mysterious woman, and a pair of earrings shaped like spiders dipped in gold. The case is all boiling down to a strange taste of greed—and a grumpy gourmand’s unappeasable appetite for truth. Introduction by Linda Barnes “It is always a treat to read a Nero Wolfe mystery. The man has entered our folklore.”—The New York Times Book Review A grand master of the form, Rex Stout is one of America’s greatest mystery writers, and his literary creation Nero Wolfe is one of the greatest fictional detectives of all time. Together, Stout and Wolfe have entertained—and puzzled—millions of mystery fans around the world. Now, with his perambulatory man-about-town, Archie Goodwin, the arrogant, gourmandizing, sedentary sleuth is back in the original seventy-three cases of crime and detection written by the inimitable master himself, Rex Stout.",Fiction,222.0,2.0,The Golden Spiders Nero Wolfe 22
"Two-time Governor General's Award nominee Teresa Toten is back with a compulsively readable new book for teens! When Adam meets Robyn at a support group for kids coping with obsessive-compulsive disorder, he is drawn to her almost before he can take a breath. He's determined to protect and defend her--to play Batman to her Robyn--whatever the cost. But when you're fourteen and the everyday problems of dealing with divorced parents and step-siblings are supplemented by the challenges of OCD, it's hard to imagine yourself falling in love. How can you have a ""normal"" relationship when your life is so fraught with problems? And that's not even to mention the small matter of those threatening letters Adam's mother has started to receive . . . Teresa Toten sets some tough and topical issues against the backdrop of a traditional whodunit in this engaging new novel that readers will find hard to put down.",Young Adult Fiction,221.0,1.0,The Unlikely Hero of Room 13B
,Detective and mystery stories,478.0,,The League of Frightened Men Nero Wolfe 2
"""In the Best Families"" is the third novel in Rex Stout's Nero Wolfe series, featuring the brilliant and eccentric detective Nero Wolfe and his trusty assistant, Archie Goodwin. This novel stands out as one of the most intense and personal cases for Wolfe, pushing him to his limits. The story revolves around a wealthy woman, Sarah Rackham, who hires Wolfe to investigate her husband's suspicious activities. The case quickly escalates when Wolfe uncovers a connection to a dangerous crime boss named Arnold Zeck, a recurring nemesis in the series. Zeck sends Wolfe a warning to back off, but Wolfe refuses to be intimidated. What follows is a dramatic and uncharacteristic move for Wolfe: he disappears, leaving Archie to manage the situation on his own. The plot unfolds with tension and surprises as Archie navigates the dangerous world Zeck controls. Wolfe's eventual return is as strategic as it is unexpected, leading to a thrilling conclusion. ""In the Best Families"" is a masterful blend of mystery, suspense, and character development, showcasing Rex Stout's skill in crafting intricate plots and memorable characters. This novel is a must-read for fans of classic detective fiction.",Fiction,228.0,,In the Best Families Nero Wolfe 17
,Fiction,640.0,,Colonizzazione Fase 4 Colonizzazione 4
,,,,Mal di pietre
"**A Waterstone's Best Book of 2024** ZOOOOM! We're off on an exciting journey into the past to meet the amazing dinosaurs that once roamed the earth. Join in with the rhymes and get ready to spot all the friendly (and not so friendly!) dinosaurs, from the huge Brontosaurus and amazing Diplodocus to the speedy Velociraptor and scary T-Rex. Little ones will have an action-packed time (and be back in time for bed!) in this fun and fact-packed picture book. This bold, bright follow-up to the acclaimed picture books Meet the Planets, Meet the Oceans and Meet the Weather is filled with ALL your favourite dinos. Combining STEM learning with a rhyming twist, it's perfect for all would-be palaeontologists.",Juvenile Fiction,34.0,,Meet the Dinosaurs
"Winner of the 1993 PWA/St. Martin's Press Best First Private Eye Novel contest, The Heaven Stone introduces a fresh voice in author David Daniel and a likable new protagonist in Alex Rasmussen, ex-cop turned private investigator, who is drawn into the world Lowell, Massachusetts's, Cambodian refugee community. The only member of his family to escape the killing fields of Cambodia, Bhuntan Tran wound up in the decaying factory town of Lowell. Working two menial jobs (although he held a Ph.D), Tran was well on his way to achieving the American dream when he was shot, execution-style, in his own home. The police are convinced the killing was drug-related and aren't too concerned with a solution. An attractive Chinese-American social worker refuses to accept so easy an answer and commissions Rasmussen to dig out the real story. Against the background of an industrial town where new immigrants are clashing with the long-settled Yankee population, Rasmussen's investigation opens up not only dark links to the victim's past but old wounds of the detective's own.",Fiction,245.0,,The Heavenstone Secrets Heavenstone 1
,,,,Little Jones XIII Mystery 3
,,,,LAmour fou
"Small Animal Emergency and Critical Care: Case Studies in Client Communication, Morbidity and Mortality provides a unique opportunity to learn from real-life case examples. Presented as a collection of short case studies, the book examines a wide range of situations likely to arise in emergency practice. The approach is modeled on the Morbidity and Mortality Conferences which were first established as a training and educational tool for medical doctors. They have now been successfully adopted in veterinary medicine as a forum for case review and learning opportunities, encouraging thorough review from different perspectives. Each chapter presents a real case, and highlights the pitfalls that both novice and experienced veterinarians can encounter. A key theme of the book is on communication issues. Owner perspectives are discussed, as well as how communications between clinicians and owners can be optimized to allow veterinarians to better meet owner expectations. The cases were provided by a variety of experienced veterinarians, primarily specialists in veterinary emergency and critical care, as well as other specialties, general practice, universities, and private institutions. This highly readable book is suitable either to absorb from cover to cover, or for reference to a specific case or situation. It highlights a number of common clinical problems and communication issues that either did or may lead to difficulties in case management, helping you to avoid these situations.",Medical,248.0,,Small Animal Emergency and Critical Care Case Studies in Client Communication Morbidity and Mortality
"What will you learn from this book? Dive into C# and create apps, user interfaces, games, and more using this fun and highly visual introduction to C#, .NET Core, and Visual Studio. With this completely updated guide, which covers C# 8.0 and Visual Studio 2019, beginning programmers like you will build a fully functional game in the opening chapter. Then you'll learn how to use classes and object-oriented programming, create 3D games in Unity, and query data with LINQ. And you'll do it all by solving puzzles, doing hands-on exercises, and building real-world applications. By the time you're done, you'll be a solid C# programmer--and you'll have a great time along the way! What's so special about this book? Based on the latest research in cognitive science and learning theory, Head First C# uses a visually rich format to engage your mind rather than a text-heavy approach that puts you to sleep. Why waste your time struggling with new concepts? This multisensory learning experience is designed for the way your brain really works.",,789.0,,First and Last The Magical Sword 4
,,,,Gentlemans Agreement Between a Rabbit and a Wolf
Synopsis coming soon.......,Animal diversity,0.0,,Lots The Diversity of Life on Earth
Simple text and pictures present riddles.,Juvenile Nonfiction,14.0,,Really Funny Riddles
